Comments,Class0,Class1,Class2,Class3,Class4,Class5
এই বেডিরে দেখলেই গা জ্বলে,1,0,0,0,0,0
সালির বেটির হাত আছে,1,0,0,0,0,0
পর্দাশীল নারীদের কেউ অসম্মান করেনা আমি মনে করি আপনি বোরকা পরে থাকলে আপনার সাথে এমনটা হতোনা ,0,1,0,0,0,0
শালীর বেটি তুই,1,0,0,0,0,0
এখন শরীর দেখানো পরে এরাই আবার প্রকাশ্যে মাদক খাওয়ার অধিকার চাইবে ,0,0,0,0,1,0
নারীরা পরকীয়া বেশী করে,1,0,0,0,0,0
তোমার মারে চুদি,0,0,0,1,0,0
মেয়ে মানুষের মাথায় শুধু গোবর,0,1,0,0,0,0
নারীর মানবিক অধিকার প্রতিষ্ঠার ক্ষেত্রে কিছুটা অগ্রগতি ঘটেছে,0,0,0,0,0,1
তোর মতো মেয়ের যে বিয়ে হয়েছে এটাই পর্যাপ্ত,0,0,0,0,1,0
উত্তম স্ত্রী সৌভাগ্যের পরিচায়ক,0,0,0,0,0,1
আমার ললিপপ,0,1,0,0,0,0
কেন  পুরুষে ইন্টারেস্ট নাই  আপনি কি লেজবিয়ান ,0,0,0,0,1,0
মাগির নাস্তিক কে জুতা মার,0,0,0,1,0,0
মেয়ে হয়ে গলা উচা করে কথা বলেন কেন,0,1,0,0,0,0
খাদ্যের চাহিদা মেটাতে ফসল উৎপাদনে সার ও কীটনাশকের ব্যবহার বেড়েছে  এতে মাটির গুণ নষ্ট হচ্ছে ,0,0,0,0,0,1
লাভ রিয়েক্ট দেওয়া নেড়িবাদীদের পক্ষ থেকে জানাই শুভকামনা জন্মদিনের,0,1,0,0,0,0
ফালতু মেয়ে নিয়ে ফালতু পেচাল,1,0,0,0,0,0
চাকমা মেয়েরা এমন ছোট  পাতলা টাইট কাপড় পরে ভিতরের সব দেখানোর জন্যই এমন পোশাক পর,0,1,0,0,0,0
আরো ঘেঁসে দাড়া,1,0,0,0,0,0
অবিবাহিত উঠতি নরনারী তথাকথিত প্রেমের নামে ভয়ঙ্কররূপে প্রকাশ্য অশ্লীলতায় মেতে উঠছে,0,0,0,0,0,1
মেয়ে তোমার তো এটা আগে স্মরণ করা উচিত ছিল যে  তুমিও কিন্তু তোমার বাবা মায়ের স্পর্শের মধ্য দিয়ে পৃথিবীতে আসছো ,0,0,0,0,1,0
দেশের আজ বেহাল পরিবেশের জন্য নারী তন্ত্রই মূল কারণ  ,0,1,0,0,0,0
এটা কোন খানকির মাগির বউএটা একটা পতিতা ওরে শত পুরুষে গোয়ায়এ মাগি তোরে কুত্তা দিয়া চোদামু,0,0,0,1,0,0
বোরকার নীচে ঘেমটা নাচ চলবে না  চলবে না,0,0,0,0,1,0
জয় ভাই আপনার শো তে এই সব বালছাল কে এনে হুদায় আলোচনায় নিয়ে আসেন  এই সব ক্লাস ছাড়া লো গ্রেড এর নায়িকা আপনার শো তে মানায় না ,1,0,0,0,0,0
অপু ওকিলরে রেডি থাকিচ তোর বোদার বিতোরে মরিচ গুডা করে দেওয়া হবে তারেক এবং খালেদা জিয়ার নাম নিছো অযু করছো খানকিমাগির জি তোরাতো সব জারোজ তোগো বাপ কয়জন কয়তে পারবিনা তোরে ঘোড়া দিয়েতোরে চুদামো,0,0,0,1,0,0
মেয়েদের উচিৎ উচ্চবাচ্য না করা,0,0,0,0,1,0
লোকটার দোষ ছিলো ঠিকই কিন্তু এমন হওয়া টাই তো স্বাভাবিক  পদা না করার ফল,0,1,0,0,0,0
বিয়ে করে কিছু দিন মজা নিয়া স্বামীরে তালাক দিয়ে কাবিনের টাকা নিতা তাহলে ধুমধাম চিলও করতে পারতে দামি ভাইভ্রেটরও কিনতে পারতে,1,0,0,0,0,0
তোমাকে কুকুর দিয়া চোদাতে হবে মাগি ,0,0,0,1,0,0
বসেন বসেন বইসা যান তাহেরি তোর মার গুদ মার,0,0,0,1,0,0
দেহ দেওয়ার সময় হুস ছিল না মেয়ে,0,0,0,0,1,0
দোস্ত ক্যারি অন,0,0,0,0,0,1
তার মানে ঢাকা শহরের বাতাস দূষিত,0,0,0,0,0,1
চাকমা মেয়েগুলো ভাইরাল হবে ট্রেন্ডে বাজে হয়ে যাচ্ছে ,0,1,0,0,0,0
আজকে দেশে যে এত ঝামেলা তার জন্য এসকল কলঙ্কিত নারীরাই দোষী,0,1,0,0,0,0
মায়ের কাছে আমি চিরঋণী,0,0,0,0,0,1
ওর দুদু তে ধন ঢুকিয়ে চুদবে,0,0,0,1,0,0
তুর মারে আমি পাগলা কুত্তা দিয়া চুদামু তুর মাইয়ায়ারে চুদি,0,0,0,1,0,0
ইসলামিক জ্ঞান আর মা বাবার শিক্ষা যদি না থাকে মানুষ যে কতটা খারাপ হতে পারে তার উদাহরণ এইরকম মেয়েদের দেখলে বুঝা যায়,0,1,0,0,0,0
শালির ফাসি চাই,1,0,0,0,0,0
মেয়েদের পর্দা মেনে চলা উচিৎ,0,0,0,0,1,0
পপকর্ন নিয়ে বসলাম  এখন সব কমেন্ট পড়ব ,0,0,0,0,0,1
ওড়না ছাড়া একদমই ঘর থেকে বের হওয়া যাবে না  ,0,1,0,0,0,0
আমাদের চলচিত্রতে যে মেয়েই আছে তারই দুধ এত বড় কেনো আমি বুঝিনা ,0,1,0,0,0,0
সাকিব লুচ্ছা বুবলি কোন দিন ভালো হবে নাইশ্নআাল্লাহ্,1,0,0,0,0,0
নারীপুরুষ একে অপরের উপর প্রবলভাবে নির্ভরশীল,0,0,0,0,0,1
বিজ্ঞানের আবিষ্কারের লিস্ট দেখলাম কয়েকজন নারী ছাড়া আর কাউকে পেলাম না তাহলে বিজ্ঞানী অর্ধেক নারী কোথায় গেলো ,0,0,0,0,1,0
তাহলে তো বিনা কাপড়ের ছবি দিলে ভালো হতো  ,0,1,0,0,0,0
তোরা তো চুদতে পারস না তাই আমরা তোর মা বোনদের চুদে তোদের করি,0,0,0,1,0,0
তুর মারে আমি চুদি,0,0,0,1,0,0
মা বোন স্ত্রী অথবা কন্যা যে রূপেই হোক না কেন নারীর প্রেম পুরুষের প্রেম অপেক্ষা শ্রেষ্ঠ ও পবিত্র,0,0,0,0,0,1
শালী তুই লিখেছিস এক আর বলছিস আর এক তোকে করলাম,1,0,0,0,0,0
মদিপু বোমাচোদা অর মার গূদে হাগবো,0,0,0,1,0,0
তুই ডাডি মা রে ছুদি,0,0,0,1,0,0
পাগল কে পাগল বলা উচিত শুধু রানু পাগল,1,0,0,0,0,0
অনেক মেয়েই টেলিভিশান এ আসার জন্য এ ধরনের কাজ করে,0,0,0,0,1,0
মেয়ে মানুষ হয়ে মাথা উপরে কেন নিচে রাখ  ,0,1,0,0,0,0
মিথ্যাবাদী মহিলা,1,0,0,0,0,0
দেহ দেওয়ার সময় হুস ছিল না মাগী,0,0,0,0,1,0
বোরকার নীচে মেয়েদের ঘেমটা নাচ চলবে না  চলবে না,0,0,0,0,1,0
প্রতিটি সফল মহিলার পিছনে তিনি নিজেই,0,0,0,0,0,1
বউ এমন করলেই বুঝবেন যে বউ লাইনে আছে  নাহলে বুঝে নিবেন যে বউ বাইরের খাবার দিয়ে কাজ চালাচ্ছে ,0,1,0,0,0,0
আপনি নিজে পর্দা করেন আর আপনার মেয়েদের কে পর্দা করে তাদেরকে রক্ষা করেন  ,0,1,0,0,0,0
এই আপু একটু চুদা দিবা,0,0,0,1,0,0
আমি তোকে এক রাত চোদতে চাই কারন তোর রেট কতো বল মাগি একানে আসে ইসলাম সিকাও মাগি          তুই পাম্পে জাইয়া তেলনে মাগি,0,0,0,1,0,0
আধুনিক মনস্ক নারীবাদী মেয়দের পোষাক পড়াই দরকার নাই  হোক উলঙ্গ প্রতিবাদ ,0,0,0,0,1,0
আল্লাহর গজব পরতে বেশি সময় লাগবে না অপেক্ষাই করোন,0,0,0,0,0,1
মহিলাটির চরিত্র খারাপ,0,0,0,0,1,0
গায়ের রং এমন কেন ,0,1,0,0,0,0
মদ খা সালি,1,0,0,0,0,0
স্ত্রীর ভরণপোষণের ব্যয়ভার বহন করা স্বামীর দায়িত্ব ,0,0,0,0,0,1
সে একটি প্রচুর খারাপ মহিলা কিন্তু জনগণের কাছে ভালো সাজতে চাইছে,0,0,0,0,1,0
শান্তি ও স্বস্তিতে জীবন যাপন করার জন্য একটা ভালো বউ দরকার,0,0,0,0,0,1
এরা যেমন হয় এদেরকে আমার হারে হারে চেনা হয়ে আছে  ,0,1,0,0,0,0
এই শালিকে জুতা দিয়ে পিটাবো,1,0,0,0,0,0
আরে শালি মাহফুজুর রহমান আবার কবে মরলো,1,0,0,0,0,0
অভদ্রের বাচ্চা,1,0,0,0,0,0
এই ইদু বিটির কপালের সিঁদুরি আমি পেসাব করি,1,0,0,0,0,0
মাগি তোর বুদার বিতর বাস ঢুকামু,0,0,0,1,0,0
অপু খারাব জুতা মারি,1,0,0,0,0,0
ওই মাদারি শিরুনাম কি আর এখন কি বলতেছিস তোর রেট কত আমারততো মনে হয় তোদের পুরো পরিবারটাই দেহ বিক্রি করিস,1,0,0,0,0,0
এই চরিত্রহীন নারীকে সিনেমা থেকে বাদ দেন,0,0,0,0,1,0
যেইনা আমার চেহারা তার নাম আবার পেয়ারা  পেত্মী কোথাকার ডিসির বউয়ের জুতার মালা পরানো দরকার তোকে বেশ্যা মাগি,0,0,0,1,0,0
কি আর বলব   ভাইরাল হবার জন্য এতকিছু করছে,0,0,0,0,1,0
বুদ্ধি কমাতে চাইলে মেয়েদের সাথে আড্ডা দিবেন ,0,1,0,0,0,0
কিসের সাথে কি এডিট করেছে,0,0,0,0,0,1
আজকের এই দিনে একজন তসলিমা নাসরিনের ছেলে হিসেবে আপনার,0,0,0,0,0,1
লোপা খানকিরে পিছা দিয়া পিটান হবে কে কে রাজি আছেন,0,0,0,1,0,0
প্রত্যেক মেয়ে জানে বাবা কত আদরের জিনিস  তোমার মা কে জিজ্ঞেস করো তো তোমার বাবার ঠিক আছে কি না,0,0,0,0,1,0
নারীদের স্লিভলেস টপলেস  ব্যাকলেস হয়ে ঘোরাঘুরি করাটা পুরুষের মানসিক চাপ সৃষ্টি করে  ,0,1,0,0,0,0
পর্দা কর না বোন  জাহান্নামের আগুন কঠিন,0,1,0,0,0,0
ওই বোরকা পড়া মহিলা কাওকে সাথে না নিয়ে বের হয়েছে কেনো,0,0,0,0,1,0
তূমি বে পর্দা ভাবে চলবে মানুষ ত এইরকম করবেই,0,0,0,0,1,0
মেয়েটা পর্দা যদি করতে তোমাকে লোকটা সম্মান করতো অসম্মানীত হতে হতো না,0,1,0,0,0,0
জুতা পিটা করো রানুকে,1,0,0,0,0,0
পুরুষ এমন হইছে বলেই তো তার মাধ্যমে ধর্ষণ হয়  তো এটা কি আদতে ভালো হলো নাকি খারাপ হলো পুরুষরা নিজেকে নিয়ন্ত্রণ করে রাখতে পারেনা কেন যত্তসব ,0,0,0,0,0,1
বাংলাদেশ এ নারীদের জন্য নতুন পোশাকের আইন করা উচিত যাতে তারা নিজের ইচ্ছামত যা খুশি তাই পরে রাস্তায় বের হতে না পারে,0,0,0,0,1,0
আমি নিঃসন্দেহে বলতে পারি ওনি কোনো নারী বাদী না ওনি নিঃসন্দেহে পুরুষবিদ্বেষী কুলাঙ্গার একজন মহিলা   ,0,0,0,0,1,0
যারা এই মাগির পোস্টে লাভ রিয়াকশন দিছে তারা কোন জাতের প্রাণী,1,0,0,0,0,0
ইজ্জত আছে আপনার ম্যাডাম ,0,0,0,0,1,0
মহিলা ভালো না,1,0,0,0,0,0
আপু এসব আজাইরা না বলে পর্দাও  তো করতে পারেন ,0,1,0,0,0,0
তোর কত টাকা লাগবে যে এগুলা করে বেড়াস ,0,1,0,0,0,0
তোর মা বোন কে চুদি মিথ্যা তথ্যা দিস,0,0,0,1,0,0
এই কুর্তি তোর মুখে কুকুর ঝুনু ভরবো শাশি সন্ত্রাসি,1,0,0,0,0,0
এই মিগির চোদা দরকার,0,0,0,1,0,0
বিএনপি নেত্রী হট সেক্সি শায়লা ,1,0,0,0,0,0
এই শালিকে একন ভাল করে চুদাতে হবে পা কাদে নিয়ে খানকি ,0,0,0,1,0,0
সানাইকে যদি মজা মতো সোনা দিয়ে চুদতে পারতাম   এই মাইয়ার দু গোব,0,0,0,1,0,0
উনি কোন চুরি ডাকাতি খুন বা রাহাজানি সহ কোন ফৌজদারী অপরাধ করেন নাই ,0,0,0,0,0,1
তোর সমস্যা হলে ভারত বা আমেরিকায় যা  এই দেশে র মানুষ গুলো রে ভালো থাকতে দে,0,0,0,0,0,1
আনারস আর দুধ এক সাথে খাইছিলো,0,0,0,0,0,1
স্বাধীন নারী   ক্ষ্যাপা নারী,0,1,0,0,0,0
দুনিয়া ও আখিরাতে পর্দার গুরুত্ব অনস্বীকার্য ,0,0,0,0,0,1
আর কোনো বাংলাদেশী মডেল নেই যে কিনা ক্লাস থ্রী এর হাফ প্যান্ট পরে ঘোরাঘুরি করে বেড়ায় ,0,1,0,0,0,0
আমদের ভুল হয়েছে রনি দির মোতো কুকুরকে ভালো ভাবা,1,0,0,0,0,0
তার নিচে রট গরম করে দিলে সব বের হয়ে আসবে খানকি নটি বেসা এমন একটা ফুলের মত ছেলেটাকে জীবন দিতে হল,0,0,0,1,0,0
আপা আবারও একটা বিয়ে কর,1,0,0,0,0,0
খালেদা জিয়ার মতো একজন মানুষের সঙ্গে কাউয়ার মতো লোকের তুলনা দেয় মূর্খের দল,1,0,0,0,0,0
১২ভাতারিদের আইডল,1,0,0,0,0,0
আর পুরুষকে সুখে রাখার জন্য বারোবাতারি দরকার তাই না ,0,1,0,0,0,0
সকল চিন্তাশীল মানুষের জন্য ভালবাসা,0,0,0,0,0,1
জামাই আর অন্য পুরুষের পার্থক্য বুঝলে আর এই লিখা লিখত না,0,0,0,0,1,0
যতোসব অশ্লীলতা ,1,0,0,0,0,0
আধুনিক মনস্ক নারীবাদী নারীদের পোষাক পড়াই দরকার নাই  ন্যাংটা হয়ে হোক উলঙ্গ প্রতিবাদ ,0,0,0,0,1,0
তোকেতো দেখতে চায়না দেখতে চায় তোর বড় দুধ গুলা বুঝিসনা,1,0,0,0,0,0
সকল গ্রামের লক্ষ্মী গুলো শহরে আসলেই পাপের রাণী পাপিয়া হয়ে যায় ,0,1,0,0,0,0
ন্যায় দাবি,0,0,0,0,0,1
আহারে জীবন ,0,0,0,0,0,1
ব্রুনাইয়ের সুলতানকে উপহার হিসাবে একে দিয়ে দেয়া হোক ,0,0,0,0,0,1
এই মাদসোদ বৌ পাগল,1,0,0,0,0,0
আপু তোমাকে ধন্যবাদ  তবে নবীজির সঃ এর আদেশ পালন করেন নাই এমন কাজ হয়েছে ,0,0,0,0,1,0
যেহেতু শিক্ষার্থীটি মেয়ে তাই স্যার বেশি ফেবার করছে  ,0,1,0,0,0,0
মেয়েদের উচিত মুখ বুঝে সব সহ্য করা,0,0,0,0,1,0
মাশাল্লাহ  সবচেয়ে সভ্য দেশ এখন আফগানিস্তান ,0,0,0,0,0,1
ও তো মাইয়াগোর পিছনে লুকায়ে থাকে ,0,1,0,0,0,0
আপু আপনার বাপ যদি আপনার মায়ের সাথে ঐদিন রাতে প্রটেকশন ইউজ করতো তাইলে আজ এই পোস্ট পড়া লাগতো না,1,0,0,0,0,0
গাছের চাইতে ফলের মান ভালো,0,1,0,0,0,0
জুতার রিঅ্যাক্ট খুঁজে পাচ্ছি না,0,0,0,0,0,1
এ খানকি তোর গুদে কতো খিদে আমি তেকে চুবৌ,0,0,0,1,0,0
ও ও ও পাগল একটা মেয়ে,1,0,0,0,0,0
নারীকে সব ক্ষমতা দেওয়াটা অনুচিত বলে আমি মনে করি  আমরা যতোই ক্ষমতা দিয়েছি ,0,0,0,0,1,0
নিচু মন মানসিকতার মাইয়া মানুষ,1,0,0,0,0,0
পারিবারিক শিক্ষার অভাব,0,0,0,0,0,1
যে পুরুষ নারীকে ভালোবেসে গ্রহণ করে সে নারীবিদ্বেষী হয় কি করে ,0,0,0,0,0,1
সত্যিকারের দায়িত্ব বান স্বামী কখনো কখনো একাজ করাতো না স্ত্রী কে দিয়ে  ছিঃ ,0,0,0,0,0,1
নেংটা হয়ে যাওয়ার বাকি আছে,1,0,0,0,0,0
মাগী তোরা তো মেয়ে নামেরই কলংক স্বামী খারাপ হলেও তার পায়ের নিচেই তোর বেহেশত ,0,1,0,0,0,0
বোরকা পরে পর্দা করো তাহলে সব ঠিক হয়ে যাবে  ,0,0,0,0,1,0
সেউয়ার নায়িকা,1,0,0,0,0,0
তোর মায়রে চুদি খানকির পোলা,0,0,0,1,0,0
মেয়েটার চরিত্র ভালো না,0,0,0,0,1,0
সাধারণত ইসলাম সর্বাবস্থায় নারীদের ঘরে আবদ্ধ করে রাখার কথা বলে না,0,0,0,0,0,1
আমি মাগি চুদব,0,0,0,1,0,0
ওপু পাগল আর চামচা মি করে,1,0,0,0,0,0
সেই আইন শ্রীংখলা বাহিনী  উলংগ নারিদের বেহায়াপনা উপ বোগ করার জন ্য দাঁড়ীয়ে ছিল ,1,0,0,0,0,0
তোর মতো মেয়েরা পরকিয়া করিস আর মেয়ে দের উৎসাহ দিস  তোর এই কথা তে কেউ মত দিবে না শরিয়ত মতাবেক বিয়ে করবো আর নারী রা স্বামির কথা মত চলবে এটাই নিয়ম,0,1,0,0,0,0
আমি সানিতাকে ৩ ঘন্টায় ৫ বার চুদেছি  ফরেন স্টাইলে পাছা দিয়ে ও দিয়েছি মাত্র ৮০০০ টাকার বিনিময়ে  কেউ চুদতে চাইলে নাম্বার দেও আমি ব্যাবস্থা করে দিব  ওকে চোদার ভিডিও আছে আমার কাছে   ভোদা চুইদা মজা নাই তাই গোয়া মারছি  দুদ অনেক টাইট ,0,0,0,1,0,0
আদর্শ মহিলার বৈশিষ্ট্য হোলো তার স্বামীকে রাযীখুশি করা,0,0,0,0,0,1
যাদের কর্মই ভালো নয় তাদের জন্ম যে কোথায় বা কোন পরিবেশে হয়েছে তা আর বলার অপেক্ষা রাখে না ,0,0,0,0,0,1
স্বামী আরেকটা বিয়ে করুক  তাইলেই তো হয় ,0,0,0,0,0,1
ইসলামী মানবাধিকার ঘোষণায় নারী পুরুষ এক আল্লাহর সৃষ্টি,0,0,0,0,0,1
আমি তোমার ব্যক্তিগত সম্পত্তি নই,0,0,0,0,0,1
নোংরা পোশাক পোশাক পরে এই মহিলা আমাদের সমাজ ও সংস্কৃতির হানি করছে,0,0,0,0,1,0
এসব না পরে শুধু বিকিনি পরে আন্দোলন করলে হয়তো আরও সফলতা পেত,0,0,0,0,1,0
বফ টাচ করলে সেটা হয়ে যায় ভালোবাসা আর অন্যরা যখন করে সেটাকে বলে আবার ইভটিজিং ,0,1,0,0,0,0
একজন উত্তম স্ত্রি পাওয়া সত্যি খুব ভাগ্যের ব্যাপার,0,0,0,0,0,1
তুই যেমন মেয়ে তোর তো গলায় দড়ি দেওয়া উচিত ,0,1,0,0,0,0
মাগীরে ক্রশ দেওয়া হোক সব কিছুর মূল মাগী ,0,0,0,1,0,0
যেদিন যে পরিমাণ সমান অধিকার পায় নারীরা এরকম পেলে আর বান্দা পয়দা হবেনা ,0,1,0,0,0,0
এর বাহিরেও কারন আছে ,0,0,0,0,0,1
তাদের জন্য আলাদা চিড়িয়াখানা বানানোর জন্য আন্দোলন করা যায়  সেখানে নিরিবিলি থাকবে কেউ বাধা দিবেনা,0,0,0,0,0,1
নারীরা সবসময় বিনা ঝুঁকি নিয়ে মজাটা পেতে চায় আর সাথে নিজের গা বাচিয়ে রেখে ,0,1,0,0,0,0
মেয়েদের বেশি পড়তে দিলেন তো দুটো ডানা গজিয়ে গেল  ,0,1,0,0,0,0
শবনম ফারিয়ার মতো বালের অভিনেত্রী কেমনে জাজ হয় বুঝিনা,1,0,0,0,0,0
একটাবার কবরের পাশে যাবেন প্লিজ আপনার মনটা শান্তি হয়ে যাবে,0,0,0,0,0,1
এই মহিলা মানসিকভাবে অসুস্থ,1,0,0,0,0,0
জন্মের কালা,1,0,0,0,0,0
মিনির বোদায় পদ্মা সেতুর একটা পিলার ভরে দেওয়া হোক,0,0,0,1,0,0
একা একা বিদেশ যাইয়া মেয়েরা কিনা কি করে ফেলে  ,0,1,0,0,0,0
মিননিকে আমি চোদে মারতে চায় বাংলার নেতাদের ও নেতার বউদের কে আমি চোদি বাংলার পুলিশ ও পুলিশের বউ দেরকে আমি চোদি বাংলার সরকারকে আমি চোদি কারন ওরা সবায় রংবাজ লালন পালন করে সবাই মিলে বাবা ইয়াবা গাজা খুন খারাপি সব ধরণের খারাপ কাজ করে,0,0,0,1,0,0
অপু উকিল কে তো ভালো মানের রাজনোতিক ব্যাক্তি বলেই জান্তাম  এখন দেখি সে একজন ভালো মানের পাগল  কার সাথে কি জল ভাতে ঘি ,1,0,0,0,0,0
জাতি দেখতে চায় আপনার মত নারিবাদি মহিলা কে কোন দুর্ভাগা কাপুরুষ বিয়ে করেছে,0,0,0,0,1,0
একজন প্রাপ্ত বয়স্ক বুদ্ধি সম্পূর্ণ মেয়ের জীবনের মহামূল্যবান সম্পদ নিজের ইজ্জত,0,1,0,0,0,0
পর্দা না করার জন্য জড়িমানা করে মাস্ক না পড়ার জন্য করা হাস্যকর ,0,0,0,0,1,0
বর্তমান অবস্থায় আমাদের নারীরা যে অবস্থায় বের হয় তাতে তারা তো গুনাহের ভাগিদার হয় এবং সাথে সাথে ছেলেদেরও গুনাহে করায় যার ফলে ইভটিজিং ও ধর্ষন বেশি বেশি হচ্ছে ,0,0,0,0,1,0
নগ্ন হয়ে ঘুমা মানে স্বাধীন নারীর গল্প  ,0,1,0,0,0,0
এমনটা হওয়া স্বাভাবিক যদি মেয়েদের কোথায় চলেন ,0,1,0,0,0,0
তোমাকে আমি চোদবো কত টাকা নিবে তুমি তোমার নাম্বার দাও,0,0,0,1,0,0
তোর যা ছবি সেগুলা দেখলে কেউই নিজেকে সামলে রাখতে পারবেনা ,0,1,0,0,0,0
মাক্স খুলে প্রতিবাদ করুন,0,0,0,0,0,1
নোংরামো করার জায়গা পাও না ,1,0,0,0,0,0
এই মেয়েটা খানকি ওরে কুকুর দিয়ে চুদা দরকার,0,0,0,1,0,0
কেহ দেখিনি রাতের অন্ধকারে দেখেছেন একজন তার চোখ ফাকি দেওয়া সম্ভব না ,0,0,0,0,0,1
সবাই ধীরে সুস্থে কমেন্ট করুন  কারন আপনার কমেন্টে ফুটে উঠবে আপনার ব্যাক্তিত্ব ,0,0,0,0,0,1
তোমরা পর্দা না করে পুরুষ মানুষদের চেহারা দেখিয়ে আকর্ষিত করো,0,0,0,0,1,0
যারা এ ধরনের পোশাক পড়বে  আর এই পোশাকের কারনে ধর্ষন হবে  তাদের ধর্ষনের বিচার না হোক তাহলে এমনি সব ঠিক হয়ে যাবে,0,0,0,0,1,0
মেয়েদের আসল স্থান হল তাদের রান্নাঘর  ,0,1,0,0,0,0
বাসে উঠসিস কেন  গাড়ি কিনে চলবি,0,0,0,0,1,0
বাংলার মিয়া খলিফা,1,0,0,0,0,0
যেসব লোকেরা মেয়ের পক্ষে প্রতিবাদ করে তারা বরং মেয়েদের পোশাক পরে প্রতিবাদ করুক,0,0,0,0,1,0
শেখ হাসিনা কুত্তার বাচ্চা তুই রাজাকারের শাস্তি তো বেশ ভালো ভালো লোকদেরকে তোর চোখের সামনে এইযে পাপন এক নাম্বারে রাজাকারের বাচ্চা রাজাকারের বাচ্চা জন্য ভালো ভালো প্লেয়ার গুলো নষ্ট হয়ে যাচ্ছে তাদের বিচার কর অমানুষের বাচ্চা তোরা,1,0,0,0,0,0
দেখ কেমনে পাছা দোলায় হাটে,0,1,0,0,0,0
স্বামী যতই খারাপ হোক না কেনো তার পায়ের নিচে তোর বেহেশত মাগী তোরা তো মেয়ে নামের কলংক,0,1,0,0,0,0
সব মহিলা নারী এবং মেয়েদেরকে বোরকা বা হিজাব পরার জন্য একটি আইন করা হোক,0,0,0,0,1,0
পতিতার মেয়ে,1,0,0,0,0,0
ওনার বউকে পেটানো উচিত দারিয়ে দারিয়ে কিভাবে দেখলো আবার সাক্ষি দিচ্ছে,1,0,0,0,0,0
সব সালির বোদা দিয়ে ৬ সুতার রড গরম করে দিতে হবে,0,0,0,1,0,0
রানু মণ্ডল কে কে ঘৃণা করেন,1,0,0,0,0,0
জামা এত টাইট কেন  ,0,1,0,0,0,0
নারীবাদী মহিলাদের পোষাক পড়াই দরকার নাই  ন্যাংটা হয়ে হোক উলঙ্গ প্রতিবাদ ,0,0,0,0,1,0
কেয়ামতের পূর্বে এক শ্রেণির নারী পোশাক পরেও নগ্ন থাকবে ,0,1,0,0,0,0
ভালো লাগে তাহাকে,0,0,0,0,0,1
শান্তি নাইরে শান্তি নাই   সুখী হইতে পারবা না ,0,0,0,0,0,1
এটা ত বেডি মাইনষের কাজ,0,1,0,0,0,0
তোর তো মনে হয় পাশের রাস্তাতেই জন্ম ,0,1,0,0,0,0
টাকা পয়সা থাকলে মানুষ কত নিচে যে নামতে পারে,0,1,0,0,0,0
কূটনীতি চালক ওই শালিকে জবাই করা হোক,1,0,0,0,0,0
নয়নাভিরাম প্রকৃতির সৌন্দর্য দেখে আঁখি মোর হলো মুগ্ধ  সবাইকে সকালের শুভেচ্ছা ,0,0,0,0,0,1
নারীদের ছাড়া পুরুষ চলতে পারবেনা,0,0,0,0,0,1
পোশাকই সব নষ্টের মূল না ,0,0,0,0,0,1
যে মেয়ের বাবা মারা গেছে তাতে এমনটা হবেই  ,0,1,0,0,0,0
শালিতোর মাকেভুলভাল খবরাখবর দিস কেন,1,0,0,0,0,0
এই মেয়েকে যে বিয়ে করবে তাকে কাপুরুষ হতে হবে,0,0,0,0,1,0
তোমার নতুন জিন্স প্যান্টটা এই আপুমণিকে গিফট করতে পারো,1,0,0,0,0,0
ব্রা দেখা যাচ্ছে  ,0,1,0,0,0,0
মেয়েদের এত পড়ালেখা করা দরকার নাই  ,0,1,0,0,0,0
তুর মাইয়া তাকলে আমারে বিয়া দিচ  তুর মাইয়া রে নিয়া আমি নাচমু      বাংলা চুদন দিমু,0,0,0,1,0,0
শালী মিন্নিরে ধর  ,1,0,0,0,0,0
পাছাটা টসটসে ৪০,0,1,0,0,0,0
বৌকে পিটুনি দিয়ে নমাজ কোরাআন পরান সবকিছুর সমাধান পাবেন,0,0,0,0,1,0
সূচনা আক্তার  আপনি শারীরিকভাবে অক্ষম  তাই হয়তো নিজের স্বামীর সাথেও ওসব করতে চাননা,0,0,0,0,1,0
বেশির ভাগ পুলিশরা এখন এ অপকর্মের সাথে জড়িত,0,0,0,0,0,1
এত গরম করে কথা বলেন কেন যেখানে আপনি নিজে একটা মেয়ে  ,0,1,0,0,0,0
পদের লোভে ভোগ করতে দেহ উপহার দিয়েছে এই ব্যভিচারীনী,0,0,0,0,1,0
নারীদের সম্মান করো,0,0,0,0,0,1
এই মহিলা দেশটাকে শেষ করে দিল ,0,1,0,0,0,0
ময়ূরী গাই,1,0,0,0,0,0
মাগি ছাগলের ডিম ডুকাইয়া দিমু,0,0,0,1,0,0
কথাটা কতোটুকু সত্য যানিনা তবে সত্যিই যদি এমন কোন দিন ঘটে তবে মহিলার দেশে ঢোকা একদম বন্ধো করে দিতে হবে অার ঐ হিন্দু স্বামি যদি কোন দিন ছেড়ে দেয় তবে বুঝতে হবে এই হিন্দুরা সুযোগে থাকে এর অাগেও সমি কায়সার কে রিংগো বিয়ে করে ছেড়ে দিয়েছিলো কারন তার বৌ বাচ্চা ছিলো গোপন করে ছিলো রিংগো যদি এমন কিছু ঘটে তবে বাংলার মানুষের জুতার বারি খাবে এই মহিলা  বেয়াদব মহিলার একটি মেয়ে অাছে মেয়ের বাবাকে এই ভাবে অপমান করতেই পারে না ,1,0,0,0,0,0
